tag	spcode	x	y	dbh1	dbh2	dbh3	recr1	recr2	recr3	pom1	pom2	pom3	code1	code2	code3	mult1	mult2	mult3	date1	date2	date3
001048	BROSAL	14.6	207.4	27	28	30	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001049	SOROAF	13.7	207.3	33	35	36	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001050	PROTTE	13.8	211.0	63	64	64	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001051	SOROAF	13.0	210.9	19	21	21	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001052	HEISCO	11.0	210.8	40	40	44	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001053	PROTTE	12.6	212.7	33	33	34	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001054	PROTTE	13.3	214.0	59	60	63	A	A	A	1	1	1	M	M	M	2	2	2	11/16/1994	11/21/1997	12/04/1998
001055	SOROAF	15.6	216.9	16	17	16	A	A	A	1	1	1	*	L	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001056	SOROAF	19.3	215.6	30	38	38	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001057	SOROAF	19.4	219.2	66	67	68	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001058	BROSAL	16.6	210.7	36	37	39	A	A	A	1	2	2	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001059	LACIAG	16.6	212.0	18	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001060	SOROAF	17.6	211.7	25	25	26	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001061	HEISCO	16.4	212.6	11	11	11	A	A	A	1	1	1	*	*	M	1	1	2	11/16/1994	11/21/1997	12/04/1998
001062	SOROAF	16.2	213.1	50	64	64	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001063	SWARS1	16.1	213.6	95	102	105	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001064	PROTTE	16.6	214.3	13	12	0	A	A	B	1	1	2	*	*	R	1	1	1	11/16/1994	11/21/1997	12/04/1998
001065	BROSAL	17.7	214.3	15	16	17	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001066	SOROAF	18.7	212.8	31	-9	32	A	*	A	1	0	1	*	S	*	1	-1	1	11/16/1994	11/21/1997	12/04/1998
001067	SOROAF	18.8	205.1	27	29	30	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001068	COCCPA	18.1	205.3	14	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001069	LACIAG	17.3	205.1	16	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001070	AST2GR	15.9	206.6	17	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001071	SWARS1	16.5	207.9	29	27	29	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001072	SOROAF	16.3	208.4	30	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001073	SOROAF	16.8	209.3	25	25	27	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001074	POUTCA	17.6	209.4	20	-9	0	A	*	B	1	0	2	*	S	R	1	-9	1	11/16/1994	11/21/1997	12/04/1998
001075	PICRLA	15.4	202.2	18	19	21	A	A	A	1	2	2	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001076	SOROAF	15.6	204.6	22	25	25	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001077	CUPASY	16.9	204.1	19	22	23	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001078	SWARS1	19.1	204.8	11	12	12	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001079	HEISCO	18.9	203.6	83	90	94	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001080	IXORFL	18.3	203.7	26	27	27	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001081	FARAOC	19.0	202.7	27	29	31	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001082	FARAOC	17.3	202.4	33	36	38	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/21/1997	12/04/1998
001083	FARAOC	1.2	220.9	23	29	32	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001084	GUARGL	1.4	224.1	160	158	160	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001085	SOROAF	1.5	223.6	70	68	69	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001086	BACTMA	0.2	224.7	33	33	34	A	A	A	1	1	1	M	M	M	2	2	2	11/17/1994	11/25/1997	12/08/1998
001087	ANACEX	4.4	224.0	871	917	923	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001088	AST2GR	4.5	225.7	81	83	83	A	A	A	1	2	3	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001089	SOROAF	2.7	225.8	14	15	15	A	A	A	1	2	2	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001090	SOROAF	1.8	225.8	15	18	20	A	A	A	1	2	2	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001091	SOROAF	0.4	226.9	14	17	18	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001092	BROSAL	7.9	208.9	11	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/16/1994	11/21/1997	12/04/1998
001093	PROTTE	2.7	212.2	10	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/16/1994	11/21/1997	12/04/1998
001094	FARAOC	2.4	212.7	18	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/16/1994	11/21/1997	12/04/1998
001095	SOROAF	0.6	212.7	11	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/16/1994	11/21/1997	12/04/1998
001096	BROSAL	16.2	214.6	13	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/16/1994	11/21/1997	12/04/1998
001097	FARAOC	3.0	230.7	16	20	22	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001098	ORMOMA	0.8	230.8	221	223	223	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001099	BACTMA	0.4	231.5	36	32	32	A	A	A	1	1	1	M	M	*	3	2	1	11/17/1994	11/25/1997	12/08/1998
001100	BACTMA	0.9	234.6	37	33	33	A	A	A	1	1	1	M	M	*	7	5	1	11/17/1994	11/25/1997	12/08/1998
001101	TRIPCU	2.1	234.3	55	54	56	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001102	PIPERE	2.2	266.4	39	-1	-1	A	D	D	1	0	0	M	DS	DC	2	-1	-1	11/18/1994	11/27/1997	12/10/1998
001103	COU2CU	4.2	233.3	29	29	30	A	A	A	1	1	1	M	*	*	2	1	1	11/17/1994	11/25/1997	12/08/1998
001104	COU2CU	4.6	231.8	19	22	24	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001105	FARAOC	4.8	231.3	10	14	15	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001106	FARAOC	4.7	236.1	20	25	25	A	A	A	1	1	1	M	M	M	2	2	2	11/17/1994	11/25/1997	12/08/1998
001107	SCH1ZO	5.8	237.9	424	422	417	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001108	INGAFA	6.0	239.7	352	379	383	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001109	BROSAL	8.6	239.7	64	62	64	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001110	SOROAF	8.7	238.8	15	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001111	SOROAF	9.3	239.1	13	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001112	BACTMA	8.2	230.9	25	32	0	A	A	B	1	1	2	*	*	R	1	1	1	11/17/1994	11/26/1997	12/08/1998
001113	SOROAF	7.8	236.7	17	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001114	SOROAF	9.2	231.5	27	30	30	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001115	SOROAF	7.5	232.6	13	13	13	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001116	FARAOC	7.6	225.7	17	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001117	SOROAF	6.7	225.4	14	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001118	COU2CU	9.9	226.8	62	65	67	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001119	CLAVME	9.8	221.2	41	-1	-1	A	D	D	1	0	0	ML	DN	DN	5	-1	-1	11/17/1994	11/25/1997	12/08/1998
001120	IXORFL	6.9	219.8	52	49	51	A	A	A	1	1	1	*	M	*	1	2	1	11/16/1994	11/21/1997	12/04/1998
001121	SOROAF	12.2	221.1	17	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001122	PROTTE	11.5	220.1	28	29	0	A	A	B	1	1	2	*	M	R	1	2	1	11/17/1994	11/25/1997	12/08/1998
001123	BACTMA	10.6	223.2	39	38	0	A	A	B	1	1	2	M	M	R	2	2	1	11/17/1994	11/25/1997	12/08/1998
001124	PICRLA	10.8	224.9	29	27	28	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001125	SOROAF	12.6	224.7	19	19	20	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001126	BROSAL	12.6	224.4	19	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001127	BROSAL	13.6	224.3	18	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001128	SOROAF	13.4	222.9	34	39	-1	A	A	D	1	1	0	*	*	DC	1	1	-1	11/17/1994	11/25/1997	12/08/1998
001129	CAVAPL	13.9	222.4	18	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001130	SWARS1	12.0	221.7	83	97	87	A	A	A	1	1	1	M	M	M	3	3	3	11/17/1994	11/25/1997	12/08/1998
001131	BROSAL	13.6	226.2	14	14	14	A	A	A	1	1	1	*	L	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001132	SOROAF	13.8	227.0	11	12	12	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001133	HEISCO	13.5	226.9	164	187	188	A	A	A	1	2	2	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001134	PROTTE	10.8	229.0	160	176	180	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001135	EUGEPR	12.0	228.9	19	20	21	A	A	A	1	1	1	M	*	M	2	1	2	11/17/1994	11/25/1997	12/08/1998
001136	FARAOC	12.8	228.1	26	29	31	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001137	FARAOC	14.1	228.7	22	22	24	A	A	A	1	1	1	M	M	M	2	2	2	11/17/1994	11/25/1997	12/08/1998
001138	FARAOC	14.6	229.6	28	29	30	A	A	A	1	1	1	M	M	M	3	3	2	11/17/1994	11/25/1997	12/08/1998
001139	HYMECO	14.6	227.9	28	26	-1	A	A	D	1	2	0	*	*	DS	1	1	-1	11/17/1994	11/25/1997	12/08/1998
001140	SOROAF	13.5	227.9	16	-1	-1	A	D	D	1	0	0	*	DS	DC	1	-1	-1	11/17/1994	11/25/1997	12/08/1998
001141	SWARS1	14.5	230.5	52	54	54	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001142	PROTTE	11.7	230.5	16	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001143	SOROAF	12.7	232.5	63	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/17/1994	11/25/1997	12/08/1998
001144	CHR2CA	12.7	234.7	83	83	83	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001145	FARAOC	14.5	235.7	36	34	36	A	A	A	1	1	1	L	ML	*	2	2	1	11/17/1994	11/25/1997	12/08/1998
001146	TERNTE	13.3	236.1	78	-1	-1	A	D	D	1	0	0	*	DS	DC	1	-1	-1	11/17/1994	11/25/1997	12/08/1998
001147	BROSAL	12.4	236.1	25	26	26	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001148	BROSAL	11.5	236.1	32	32	32	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001149	SOROAF	12.1	237.1	14	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001150	PIPERE	12.5	237.1	18	29	18	A	A	A	1	1	1	*	M	MR	1	2	2	11/17/1994	11/25/1997	12/08/1998
001151	SOROAF	11.4	239.1	15	16	16	A	A	A	1	1	1	M	M	M	2	2	2	11/17/1994	11/25/1997	12/08/1998
001152	SOROAF	14.7	236.7	16	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001153	CASSEL	14.6	237.2	116	108	110	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001154	MACRGL	19.3	237.0	17	15	18	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001155	ANACEX	16.8	238.3	820	861	864	A	A	A	1	2	2	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001156	BACTMA	5.7	233.2	26	26	27	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001157	ACALMA	15.9	232.5	12	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001158	POUTCA	17.1	234.4	24	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001159	PIPECU	18.0	234.6	18	0	0	A	B	B	1	2	2	ML	R	*	2	-1	1	11/17/1994	11/25/1997	12/08/1998
001160	ZUELGU	3.7	244.2	254	261	262	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001161	MYRCGA	4.6	242.1	25	26	-1	A	A	D	1	1	0	*	*	DS	1	1	-1	11/18/1994	11/26/1997	12/10/1998
001162	SOROAF	2.3	241.7	11	11	11	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001163	STYLST	2.3	242.4	22	26	26	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001164	OCOTRU	0.3	244.0	16	15	0	A	A	B	1	1	2	*	*	R	1	1	1	11/18/1994	11/26/1997	12/10/1998
001165	CUPASY	0.1	246.2	108	115	115	A	A	A	1	1	1	M	M	M	4	6	7	11/18/1994	11/26/1997	12/10/1998
001166	AST2GR	2.5	250.5	33	32	34	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001167	MACLTI	0.3	251.7	335	355	355	A	A	A	1	1	2	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001168	SOROAF	1.1	251.3	21	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001169	CLAVME	0.9	254.6	34	36	43	A	A	A	1	1	1	ML	ML	M	4	3	5	11/18/1994	11/26/1997	12/10/1998
001170	PROTTE	3.0	253.5	78	85	85	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001171	AEGIPA	4.6	253.8	57	-1	-1	A	D	D	1	0	0	*	DN	DN	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001172	SOROAF	4.8	256.3	31	32	30	A	A	A	1	1	1	M	M	M	3	3	3	11/18/1994	11/26/1997	12/10/1998
001173	CAS1MO	2.5	255.7	274	308	309	A	A	A	1	1	2	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001174	CLAVME	1.2	255.3	27	28	28	A	A	A	1	1	1	M	*	M	2	1	2	11/18/1994	11/26/1997	12/10/1998
001175	SOROAF	1.7	256.3	17	19	20	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001176	CAVAPL	2.3	257.8	152	156	162	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001177	COU2CU	2.7	259.4	35	41	45	A	A	A	1	1	2	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001178	SOROAF	4.6	259.6	13	14	14	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/26/1997	12/10/1998
001179	PIPERE	4.8	259.2	20	14	-1	A	A	D	1	1	0	*	R	DS	1	1	-1	11/18/1994	11/26/1997	12/10/1998
001180	POSOLA	3.8	256.5	13	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001181	SOROAF	5.4	256.7	22	24	24	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001182	AST2GR	6.4	257.2	77	76	77	A	A	A	1	1	1	*	Q	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001183	FARAOC	6.4	253.8	71	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001184	PIPERE	9.6	254.5	32	33	27	A	A	A	1	1	1	M	ML	R	3	2	1	11/18/1994	11/26/1997	12/10/1998
001185	SOROAF	7.6	246.3	13	14	15	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001186	AST2GR	6.7	249.2	31	0	-1	A	B	D	1	2	0	*	R	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001187	HEISCO	8.7	249.6	38	45	48	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001188	SOROAF	15.3	231.0	143	143	145	A	A	A	1	1	1	M	M	M	2	2	2	11/17/1994	11/25/1997	12/08/1998
001189	AST2GR	7.7	241.0	46	46	46	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001190	SOROAF	7.6	244.3	14	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001191	CLAVME	13.7	241.1	15	16	16	A	A	A	1	2	2	*	M	M	3	2	2	11/18/1994	11/26/1997	12/10/1998
001192	SOROAF	14.2	243.9	22	27	29	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001193	BROSAL	14.7	245.1	14	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001194	COU2CU	14.4	245.2	20	-1	-1	A	D	D	1	0	0	L	DN	DN	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001195	AST2GR	11.8	248.6	59	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001196	NEEADE	12.8	248.7	49	47	52	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/26/1997	12/10/1998
001197	PROTTE	13.8	249.9	39	41	40	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/26/1997	12/10/1998
001198	BROSAL	13.9	247.3	61	59	60	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001199	FICUMA	10.3	251.2	241	280	292	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001200	SOROAF	11.3	253.9	14	17	20	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/26/1997	12/10/1998
001201	ALCHCO	14.0	254.3	109	120	121	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001202	HEISCO	13.7	256.2	41	44	49	A	A	A	1	1	1	M	*	*	2	1	1	11/18/1994	11/26/1997	12/10/1998
001203	SOROAF	12.7	255.9	19	13	24	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/26/1997	12/10/1998
001204	HIRTRA	11.7	255.2	13	14	15	A	A	A	1	1	1	M	M	M	3	3	3	11/18/1994	11/26/1997	12/10/1998
001205	MACRGL	11.7	256.7	24	26	27	A	A	A	1	1	1	M	M	M	3	3	3	11/18/1994	11/26/1997	12/10/1998
001206	SOROAF	11.2	257.6	15	23	21	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001207	ANACEX	14.3	260.0	104	111	111	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001208	CEDROD	13.7	257.6	116	149	154	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001209	POSOLA	13.4	258.0	31	31	31	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001210	COU2CU	14.1	168.5	38	41	43	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/21/1997	12/02/1998
001211	DALBRE	17.5	258.7	148	159	153	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001212	SWARS1	17.6	258.4	25	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001213	COU2CU	17.9	258.8	24	26	28	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001214	CECRLO	19.5	258.9	198	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001215	SOROAF	15.9	253.4	12	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001216	BROSAL	17.7	254.4	72	79	85	A	A	A	1	1	2	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001217	SOROAF	18.9	167.1	12	12	0	A	A	B	1	1	2	*	*	R	1	1	1	11/15/1994	11/21/1997	12/02/1998
001218	HIRTRA	18.6	253.2	12	11	11	A	A	A	1	1	1	*	*	M	1	1	2	11/18/1994	11/26/1997	12/10/1998
001219	TRIPCU	18.7	245.4	84	86	92	A	A	A	1	1	2	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001220	FARAOC	18.4	246.1	16	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001221	SOROAF	18.9	246.8	17	18	19	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001222	BROSAL	19.1	240.5	44	44	44	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001223	FARAOC	15.9	240.3	18	18	20	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001224	PROTTE	15.1	242.4	20	-1	-1	A	D	D	1	0	0	*	DS	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001225	SOROAF	15.6	244.2	25	26	0	A	A	B	1	1	2	*	L	R	1	1	1	11/18/1994	11/26/1997	12/10/1998
001226	PICRLA	16.7	244.4	13	12	12	A	A	A	1	1	1	*	L	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001227	SOROAF	17.6	243.4	15	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001228	PROTTE	18.9	244.8	12	14	14	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001229	ALIBED	4.7	96.2	44	42	44	A	A	A	1	1	1	*	*	*	1	1	1	11/11/1994	11/18/1997	11/27/1998
001230	SWARS1	18.9	243.9	24	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/26/1997	12/10/1998
001231	CASECO	19.6	242.5	131	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/18/1994	11/26/1997	12/10/1998
001232	MICOBO	0.5	260.5	50	50	-1	A	A	D	1	1	0	*	*	DS	1	1	-1	11/18/1994	11/27/1997	12/10/1998
001233	BROSAL	0.2	260.4	14	14	16	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
001234	COU2CU	1.1	262.2	17	21	25	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/27/1997	12/10/1998
001235	PIPERE	6.9	298.7	38	33	39	A	A	A	1	1	1	M	MR	M	2	4	4	11/21/1994	11/28/1997	12/11/1998
001236	HIRTRA	2.2	264.1	15	15	14	A	A	A	1	1	1	M	M	M	2	3	3	11/18/1994	11/27/1997	12/10/1998
001237	SOROAF	3.7	263.2	28	33	34	A	A	A	1	1	1	M	M	M	2	2	2	11/18/1994	11/27/1997	12/10/1998
001238	LUEHSE	3.3	263.2	90	107	119	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
001239	SOROAF	4.7	261.6	14	15	-1	A	A	D	1	1	0	*	L	DS	1	1	-1	11/18/1994	11/27/1997	12/10/1998
001240	SOROAF	2.8	261.6	21	23	26	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
001241	PIPERE	4.1	265.7	13	14	12	A	A	A	1	1	1	*	*	M	1	1	2	11/18/1994	11/27/1997	12/10/1998
001242	FARAOC	7.6	224.1	113	113	113	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
001243	GUARGL	0.4	266.2	11	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/18/1994	11/27/1997	12/10/1998
001244	COU2CU	1.0	266.3	23	27	31	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
001245	SOROAF	0.3	267.5	13	15	14	A	A	A	1	2	1	*	*	M	1	1	2	11/18/1994	11/27/1997	12/10/1998
001246	TRI4GA	0.7	268.5	65	143	155	A	A	A	1	1	1	*	*	*	3	1	1	11/18/1994	11/27/1997	12/10/1998
001247	TRI2PL	1.9	268.9	15	21	21	A	A	A	1	1	1	*	*	L	1	1	1	11/18/1994	11/27/1997	12/10/1998
001248	PIPECU	3.8	268.7	16	27	31	A	A	A	1	1	1	M	M	M	4	4	3	11/18/1994	11/27/1997	12/10/1998
001249	HIRTRA	3.5	267.6	13	14	16	A	A	A	1	1	2	*	M	M	2	2	3	11/18/1994	11/27/1997	12/10/1998
